,Age,Country,EdLevel,YearsCodePro,RemoteWork,Salary
27733,25-34 years old,United States of America,Master’s degree,3.0,Remote,130000.0
27734,25-34 years old,Australia,Bachelor’s degree,10.0,Remote,113234.0
27738,35-44 years old,United States of America,Bachelor’s degree,15.0,Remote,300000.0
27739,25-34 years old,United States of America,Bachelor’s degree,10.0,Remote,130000.0
27751,65 years or older,United States of America,Bachelor’s degree,37.0,Person,212226.0
27753,25-34 years old,United States of America,Bachelor’s degree,9.0,Remote,155000.0
27756,25-34 years old,United States of America,Master’s degree,7.0,Remote,150000.0
27760,Over 45,New Zealand,Bachelor’s degree,4.0,Hybrid,61117.0
27762,25-34 years old,United States of America,Bachelor’s degree,2.0,Remote,100000.0
27766,25-34 years old,Canada,Less than a Bachelors,9.0,Remote,62467.0
27778,18-24 years old,United States of America,Bachelor’s degree,2.0,Hybrid,180000.0
27783,25-34 years old,Canada,Master’s degree,6.0,Remote,85893.0
27787,25-34 years old,Australia,Bachelor’s degree,6.0,Hybrid,70771.0
27789,35-44 years old,Italy,Master’s degree,10.0,Person,36259.0
27790,25-34 years old,India,Master’s degree,4.0,Hybrid,46430.0
27796,35-44 years old,United States of America,Bachelor’s degree,15.0,Remote,133000.0
27798,35-44 years old,Australia,Post grad,15.0,Remote,78025.0
27800,25-34 years old,Canada,Bachelor’s degree,8.0,Remote,210827.0
27801,35-44 years old,United States of America,Bachelor’s degree,19.0,Remote,62400.0
27805,35-44 years old,New Zealand,Master’s degree,15.0,Remote,128667.0
27811,35-44 years old,Australia,Bachelor’s degree,10.0,Person,77848.0
27813,25-34 years old,Brazil,Bachelor’s degree,3.0,Remote,33900.0
27817,35-44 years old,Australia,Bachelor’s degree,22.0,Remote,141542.0
27818,18-24 years old,India,Less than a Bachelors,5.0,Remote,14400.0
27826,25-34 years old,United States of America,Bachelor’s degree,8.0,Remote,135000.0
27829,Over 45,Australia,Master’s degree,42.0,Hybrid,42463.0
27830,35-44 years old,India,Master’s degree,7.0,Remote,278580.0
27833,35-44 years old,Australia,Less than a Bachelors,20.0,Hybrid,70771.0
27834,Over 45,New Zealand,Less than a Bachelors,29.0,Hybrid,77200.0
27838,25-34 years old,Brazil,Bachelor’s degree,4.0,Remote,64536.0
27840,25-34 years old,New Zealand,Bachelor’s degree,13.0,Hybrid,77200.0
27845,25-34 years old,Australia,Bachelor’s degree,7.0,Remote,141542.0
27851,18-24 years old,United States of America,Bachelor’s degree,2.0,Person,70000.0
27854,35-44 years old,United States of America,Master’s degree,14.0,Remote,130000.0
27863,25-34 years old,United States of America,Bachelor’s degree,9.0,Hybrid,107571.0
27864,25-34 years old,Australia,Master’s degree,1.0,Remote,106864.0
27873,25-34 years old,New Zealand,Bachelor’s degree,10.0,Hybrid,96500.0
27882,25-34 years old,United States of America,Bachelor’s degree,5.0,Remote,140000.0
27887,25-34 years old,New Zealand,Bachelor’s degree,4.0,Hybrid,64333.0
27891,25-34 years old,United States of America,Master’s degree,6.0,Remote,150000.0
27894,25-34 years old,Canada,Bachelor’s degree,2.0,Remote,234252.0
27903,35-44 years old,New Zealand,Bachelor’s degree,5.0,Hybrid,67550.0
27910,18-24 years old,United States of America,Less than a Bachelors,0.5,Person,42000.0
27912,25-34 years old,"Iran, Islamic Republic of...",Bachelor’s degree,4.0,Hybrid,56736.0
27918,25-34 years old,United States of America,Bachelor’s degree,1.0,Person,55000.0
27920,18-24 years old,India,Bachelor’s degree,2.0,Remote,10834.0
27924,25-34 years old,United States of America,Bachelor’s degree,9.0,Remote,187000.0
27925,Over 45,United States of America,Bachelor’s degree,20.0,Remote,152000.0
27927,25-34 years old,France,Bachelor’s degree,0.5,Hybrid,23995.0
27934,18-24 years old,New Zealand,Bachelor’s degree,7.0,Person,38600.0
27941,Over 45,United States of America,Less than a Bachelors,19.0,Remote,175000.0
27952,25-34 years old,United States of America,Bachelor’s degree,10.0,Remote,100000.0
27966,25-34 years old,New Zealand,Master’s degree,10.0,Remote,96500.0
27979,18-24 years old,Brazil,Master’s degree,2.0,Remote,12468.0
27981,35-44 years old,United States of America,Master’s degree,14.0,Remote,175000.0
27992,25-34 years old,United States of America,Less than a Bachelors,8.0,Remote,170000.0
27994,35-44 years old,"Iran, Islamic Republic of...",Bachelor’s degree,8.0,Hybrid,85104.0
28001,35-44 years old,Australia,Less than a Bachelors,8.0,Hybrid,99080.0
28003,25-34 years old,India,Bachelor’s degree,8.0,Hybrid,28374.0
28004,18-24 years old,India,Less than a Bachelors,3.0,Remote,15480.0
28005,25-34 years old,India,Bachelor’s degree,7.0,Remote,51589.0
28013,25-34 years old,Czech Republic,Less than a Bachelors,6.0,Hybrid,39492.0
28016,35-44 years old,Austria,Master’s degree,15.0,Hybrid,78916.0
28019,25-34 years old,Germany,Post grad,8.0,Remote,90647.0
28020,25-34 years old,Finland,Less than a Bachelors,6.0,Hybrid,74651.0
28024,35-44 years old,Denmark,Post grad,8.0,Hybrid,104964.0
28026,25-34 years old,Sweden,Master’s degree,4.0,Hybrid,48756.0
28028,25-34 years old,Germany,Bachelor’s degree,4.0,Person,51192.0
28037,35-44 years old,United States of America,Less than a Bachelors,15.0,Hybrid,120000.0
28047,35-44 years old,Spain,Less than a Bachelors,5.0,Remote,36259.0
28052,18-24 years old,India,Bachelor’s degree,2.0,Hybrid,27084.0
28056,25-34 years old,Germany,Less than a Bachelors,8.0,Hybrid,63986.0
28060,35-44 years old,India,Master’s degree,10.0,Remote,15480.0
28061,Over 45,Australia,Bachelor’s degree,35.0,Remote,159250.0
28066,35-44 years old,Australia,Bachelor’s degree,17.0,Remote,69356.0
28074,25-34 years old,United States of America,Bachelor’s degree,4.0,Remote,105000.0
28080,25-34 years old,Israel,Bachelor’s degree,2.0,Hybrid,107616.0
28083,25-34 years old,India,Bachelor’s degree,6.0,Hybrid,13091.0
28084,18-24 years old,France,Bachelor’s degree,1.0,Person,23040.0
28086,35-44 years old,Australia,Bachelor’s degree,23.0,Remote,116772.0
28087,Over 45,Australia,Less than a Bachelors,20.0,Hybrid,113234.0
28088,25-34 years old,Germany,Bachelor’s degree,2.0,Remote,61320.0
28089,35-44 years old,Australia,Bachelor’s degree,11.0,Hybrid,99080.0
28103,25-34 years old,India,Bachelor’s degree,5.0,Hybrid,18576.0
28111,25-34 years old,India,Bachelor’s degree,4.0,Remote,13826.0
28114,25-34 years old,Mexico,Master’s degree,7.0,Remote,48168.0
28117,35-44 years old,Israel,Master’s degree,10.0,Hybrid,168600.0
28120,25-34 years old,Netherlands,Less than a Bachelors,13.0,Remote,52682.0
28122,25-34 years old,France,Master’s degree,7.0,Hybrid,25594.0
28125,25-34 years old,Denmark,Bachelor’s degree,2.0,Hybrid,68832.0
28127,25-34 years old,"Iran, Islamic Republic of...",Less than a Bachelors,3.0,Person,28368.0
28133,18-24 years old,Italy,Less than a Bachelors,3.0,Hybrid,31993.0
28135,25-34 years old,Germany,Master’s degree,6.0,Remote,85315.0
28136,25-34 years old,India,Bachelor’s degree,3.0,Hybrid,49009.0
28137,25-34 years old,India,Bachelor’s degree,7.0,Hybrid,35467.0
28140,25-34 years old,India,Bachelor’s degree,6.0,Remote,69648.0
28143,Over 45,Denmark,Bachelor’s degree,23.0,Person,96360.0
28154,25-34 years old,India,Bachelor’s degree,4.0,Hybrid,20636.0
28155,25-34 years old,Poland,Bachelor’s degree,6.0,Remote,33300.0
28159,35-44 years old,Czech Republic,Less than a Bachelors,18.0,Hybrid,25980.0
28160,18-24 years old,India,Bachelor’s degree,2.0,Remote,117624.0
28168,35-44 years old,Germany,Master’s degree,15.0,Person,53322.0
28170,35-44 years old,South Africa,Bachelor’s degree,19.0,Remote,44253.0
28171,35-44 years old,Germany,Less than a Bachelors,19.0,Remote,85315.0
28172,25-34 years old,Turkey,Less than a Bachelors,15.0,Hybrid,12024.0
28175,25-34 years old,Australia,Bachelor’s degree,3.0,Hybrid,77848.0
28183,35-44 years old,Germany,Master’s degree,10.0,Hybrid,52464.0
28185,25-34 years old,India,Bachelor’s degree,5.0,Person,25794.0
28190,25-34 years old,Israel,Bachelor’s degree,3.0,Hybrid,96852.0
28191,35-44 years old,India,Less than a Bachelors,12.0,Hybrid,13308.0
28194,Over 45,Spain,Less than a Bachelors,20.0,Hybrid,63986.0
28197,25-34 years old,Australia,Bachelor’s degree,5.0,Person,84925.0
28202,25-34 years old,Finland,Bachelor’s degree,5.0,Hybrid,55032.0
28213,35-44 years old,Italy,Bachelor’s degree,20.0,Hybrid,53322.0
28218,18-24 years old,India,Bachelor’s degree,2.0,Hybrid,14832.0
28223,25-34 years old,India,Bachelor’s degree,11.0,Hybrid,19346.0
28225,35-44 years old,Spain,Master’s degree,11.0,Hybrid,95979.0
28229,18-24 years old,Germany,Less than a Bachelors,1.0,Hybrid,37325.0
28232,25-34 years old,Denmark,Bachelor’s degree,10.0,Hybrid,91200.0
28233,18-24 years old,Russian Federation,Less than a Bachelors,0.5,Hybrid,39480.0
28237,18-24 years old,India,Bachelor’s degree,2.0,Hybrid,15477.0
28240,25-34 years old,India,Master’s degree,7.0,Remote,12897.0
28241,18-24 years old,Australia,Bachelor’s degree,2.0,Hybrid,56617.0
28246,35-44 years old,France,Master’s degree,13.0,Hybrid,46923.0
28248,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,Hybrid,65332.0
28259,Over 45,United States of America,Less than a Bachelors,38.0,Remote,160000.0
28260,25-34 years old,Turkey,Bachelor’s degree,6.0,Remote,60000.0
28263,Over 45,United States of America,Bachelor’s degree,28.0,Hybrid,160000.0
28267,35-44 years old,Australia,Bachelor’s degree,22.0,Hybrid,84925.0
28268,35-44 years old,"Iran, Islamic Republic of...",Post grad,14.0,Person,85104.0
28276,25-34 years old,France,Master’s degree,2.0,Person,77850.0
28277,25-34 years old,India,Bachelor’s degree,9.0,Remote,38692.0
28278,25-34 years old,India,Bachelor’s degree,3.0,Hybrid,18056.0
28284,25-34 years old,Netherlands,Bachelor’s degree,4.0,Hybrid,37645.0
28287,25-34 years old,Greece,Less than a Bachelors,4.0,Hybrid,20472.0
28289,18-24 years old,India,Bachelor’s degree,3.0,Hybrid,18576.0
28300,25-34 years old,Germany,Bachelor’s degree,3.0,Hybrid,53322.0
28308,25-34 years old,India,Bachelor’s degree,3.0,Hybrid,18740.0
28312,25-34 years old,Netherlands,Less than a Bachelors,7.0,Hybrid,38388.0
28320,25-34 years old,Switzerland,Less than a Bachelors,15.0,Person,103419.0
28327,25-34 years old,Austria,Bachelor’s degree,1.0,Hybrid,33276.0
28330,18-24 years old,Israel,Less than a Bachelors,0.5,Hybrid,35868.0
28335,25-34 years old,Germany,Bachelor’s degree,2.0,Hybrid,58654.0
28336,25-34 years old,India,Bachelor’s degree,6.0,Remote,55458.0
28337,35-44 years old,Spain,Less than a Bachelors,14.0,Remote,106644.0
28338,18-24 years old,France,Master’s degree,3.0,Hybrid,41017.0
28345,25-34 years old,Russian Federation,Master’s degree,7.0,Remote,31584.0
28346,25-34 years old,Switzerland,Less than a Bachelors,18.0,Hybrid,113761.0
28349,35-44 years old,Greece,Master’s degree,11.0,Remote,159966.0
28355,35-44 years old,Germany,Master’s degree,12.0,Hybrid,95979.0
28356,25-34 years old,Germany,Master’s degree,9.0,Remote,76783.0
28357,25-34 years old,Italy,Bachelor’s degree,4.0,Person,26661.0
28361,25-34 years old,Italy,Less than a Bachelors,7.0,Hybrid,31993.0
28362,35-44 years old,Germany,Less than a Bachelors,12.0,Person,51192.0
28370,35-44 years old,Australia,Less than a Bachelors,22.0,Remote,127388.0
28372,18-24 years old,Germany,Less than a Bachelors,4.0,Hybrid,32628.0
28373,35-44 years old,Greece,Bachelor’s degree,9.0,Hybrid,33276.0
28375,18-24 years old,Italy,Bachelor’s degree,1.0,Remote,31993.0
28376,35-44 years old,Netherlands,Less than a Bachelors,16.0,Hybrid,77850.0
28378,35-44 years old,Germany,Post grad,15.0,Remote,70380.0
28379,35-44 years old,Germany,Master’s degree,8.0,Hybrid,69318.0
28382,25-34 years old,Austria,Master’s degree,4.0,Hybrid,55668.0
28384,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,Remote,150767.0
28400,25-34 years old,France,Master’s degree,4.0,Remote,62093.0
28403,25-34 years old,Turkey,Bachelor’s degree,4.0,Hybrid,22548.0
28405,25-34 years old,Switzerland,Bachelor’s degree,8.0,Hybrid,109625.0
28407,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Master’s degree,11.0,Remote,81666.0
28408,25-34 years old,Germany,Less than a Bachelors,2.0,Person,44790.0
28413,25-34 years old,Germany,Bachelor’s degree,3.0,Hybrid,69318.0
28414,25-34 years old,Germany,Master’s degree,8.0,Hybrid,59720.0
28421,25-34 years old,Italy,Less than a Bachelors,6.0,Hybrid,47990.0
28428,35-44 years old,Italy,Master’s degree,18.0,Hybrid,30414.0
28429,25-34 years old,Netherlands,Bachelor’s degree,8.0,Hybrid,69108.0
28430,25-34 years old,Israel,Less than a Bachelors,4.0,Hybrid,100440.0
28431,25-34 years old,India,Bachelor’s degree,5.0,Hybrid,10836.0
28433,35-44 years old,Spain,Master’s degree,18.0,Remote,63986.0
28436,18-24 years old,Russian Federation,Bachelor’s degree,1.0,Person,17664.0
28437,35-44 years old,Spain,Master’s degree,9.0,Remote,51189.0
28442,35-44 years old,Norway,Bachelor’s degree,14.0,Hybrid,100594.0
28444,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,Hybrid,113075.0
28448,25-34 years old,France,Master’s degree,11.0,Hybrid,69318.0
28450,25-34 years old,Germany,Master’s degree,3.0,Hybrid,61320.0
28454,25-34 years old,France,Master’s degree,6.0,Hybrid,57588.0
28455,18-24 years old,Germany,Less than a Bachelors,1.0,Remote,43512.0
28458,25-34 years old,Switzerland,Post grad,5.0,Hybrid,86872.0
28459,25-34 years old,India,Bachelor’s degree,6.0,Hybrid,36112.0
28463,35-44 years old,Sweden,Less than a Bachelors,8.0,Hybrid,48756.0
28466,18-24 years old,India,Bachelor’s degree,0.5,Remote,10318.0
28473,25-34 years old,United States of America,Master’s degree,8.0,Person,110000.0
28474,18-24 years old,Spain,Less than a Bachelors,3.0,Remote,39458.0
28475,35-44 years old,France,Post grad,16.0,Remote,51189.0
28476,18-24 years old,Austria,Bachelor’s degree,3.0,Hybrid,43512.0
28477,25-34 years old,India,Master’s degree,4.0,Person,12897.0
28478,25-34 years old,Sweden,Bachelor’s degree,4.0,Hybrid,53322.0
28487,25-34 years old,India,Master’s degree,4.0,Hybrid,37402.0
28489,Over 45,Spain,Master’s degree,25.0,Person,47990.0
28490,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,Remote,188459.0
28496,35-44 years old,Germany,Bachelor’s degree,22.0,Person,90647.0
28498,25-34 years old,Sweden,Less than a Bachelors,1.0,Hybrid,60948.0
28506,Over 45,Italy,Less than a Bachelors,9.0,Hybrid,42657.0
28510,25-34 years old,India,Master’s degree,10.0,Remote,16778.0
28511,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Post grad,19.0,Hybrid,188459.0
28512,35-44 years old,Pakistan,Master’s degree,18.0,Remote,15072.0
28517,18-24 years old,Sweden,Bachelor’s degree,2.0,Hybrid,48756.0
28519,35-44 years old,Poland,Master’s degree,13.0,Remote,152628.0
28529,25-34 years old,Sweden,Master’s degree,5.0,Hybrid,50789.0
28533,25-34 years old,Germany,Master’s degree,11.0,Hybrid,71472.0
28534,25-34 years old,Netherlands,Bachelor’s degree,7.0,Hybrid,70385.0
28537,25-34 years old,India,Bachelor’s degree,7.0,Hybrid,15593.0
28538,35-44 years old,India,Bachelor’s degree,14.0,Hybrid,30948.0
28539,18-24 years old,Spain,Less than a Bachelors,0.5,Hybrid,21329.0
28540,25-34 years old,France,Master’s degree,3.0,Hybrid,44790.0
28542,25-34 years old,Germany,Master’s degree,6.0,Remote,76783.0
28543,25-34 years old,Czech Republic,Master’s degree,8.0,Person,25980.0
28547,35-44 years old,Norway,Less than a Bachelors,10.0,Hybrid,84624.0
28548,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,Person,47115.0
28551,25-34 years old,Italy,Master’s degree,0.5,Hybrid,27727.0
28554,25-34 years old,India,Bachelor’s degree,8.0,Hybrid,46747.0
28555,25-34 years old,India,Bachelor’s degree,7.0,Hybrid,38692.0
28557,25-34 years old,France,Bachelor’s degree,4.0,Hybrid,61853.0
28559,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,Hybrid,188459.0
28562,35-44 years old,Greece,Master’s degree,11.0,Hybrid,55455.0
28569,25-34 years old,Germany,Master’s degree,4.0,Hybrid,58654.0
28573,25-34 years old,India,Bachelor’s degree,8.0,Remote,52879.0
28576,18-24 years old,Germany,Less than a Bachelors,4.0,Hybrid,38388.0
28579,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,18.0,Hybrid,115588.0
28580,25-34 years old,France,Master’s degree,5.0,Hybrid,74651.0
28583,35-44 years old,Australia,Post grad,10.0,Hybrid,283084.0
28592,Over 45,Italy,Master’s degree,16.0,Remote,53322.0
28596,25-34 years old,France,Master’s degree,10.0,Person,49056.0
28597,25-34 years old,Germany,Bachelor’s degree,4.0,Hybrid,61853.0
28599,25-34 years old,Germany,Less than a Bachelors,5.0,Person,69318.0
28600,18-24 years old,Russian Federation,Less than a Bachelors,0.5,Hybrid,31176.0
28607,Over 45,Belgium,Master’s degree,36.0,Hybrid,102372.0
28610,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,12.0,Hybrid,125639.0
